보관소(대여소)명,상세주소,위도,경도
 왕십리자이아파트 후문(삼거리),서울특별시 성동구 무학봉길 35 왕십리자이아파트 후문(삼거리),37.56014633,127.0263596
 논골사거리(금호도서관 입구),서울특별시 성동구 난계로 20 논골사거리(금호도서관 입구),37.55477905,127.0248413
 왕십리KCC스위첸아파트,서울특별시 성동구 무학봉길 35 왕십리KCC스위첸아파트,37.56068039,127.0267792
 서울숲 IT캐슬,서울특별시 성동구 광나루로 130 서울숲 IT캐슬,37.55089188,127.0447617
 금호 어울림 아파트 앞,서울특별시 성동구 광나루로 249 송정금호어울림 아파트 앞,37.54906082,127.0577927
 성수아카데미타워 앞,서울특별시 성동구 성수이로 118 라성아카데미타워 앞,37.54516602,127.0575104
뚝도아리수정수센터 버스정류소 옆,서울특별시 성동구 왕십리로11길 9 서울숲남문 버스정류소 옆,37.54122162,127.0438004
 서울숲역 5번 출구 옆,서울특별시 성동구 왕십리로 지하77 서울숲역 4번 출구 옆,37.54458237,127.0446091
 뚝섬역 1번 출구 옆,서울특별시 성동구 아차산로 18 뚝섬역 1번 출구 옆,37.5485611,127.0450058
 뚝섬역 5번 출구 정류소 옆,서울특별시 성동구 아차산로 18 뚝섬역 5번 출구 정류소 옆,37.54630661,127.0498047
 성수사거리 버스정류장 앞,서울특별시 성동구 아차산로 171 성수사거리 버스정류장 앞,37.54257965,127.0633087
 청계천 박물관 앞,서울특별시 성동구 마장동 610 청계천 박물관 앞,37.57152557,127.0353546
 양지사거리,서울특별시 성동구 홍익동 590 양지사거리,37.56699371,127.0299149
 상왕십리역 4번 출구 앞,서울특별시 성동구 하왕십리동 960-3 상왕십리역 4번 출구 앞,37.56385803,127.0303192
 왕십리역 11번 출구 앞,서울특별시 성동구 행당동 188-9 왕십리역 11번 출구 앞,37.56144714,127.0349197
 금호역 1번출구 앞,서울특별시 성동구 금호동3가 1575-3 금호역 1번출구 앞,37.5486412,127.0164261
 옥수동성당 옆,서울특별시 성동구 옥수동 산5-148 옥수동성당 옆,37.54366302,127.014061
 래미안금호하이리버 아파트 102동 옆,서울특별시 성동구 금호동2가 1220-1 래미안금호하이리버 아파트 102동 옆,37.55220032,127.0250549
 한양대병원사거리,서울특별시 성동구 행당동 20-2 한양대병원사거리,37.55805206,127.0403519
 용답토속공원 앞,서울특별시 성동구 용답동 224-1 용답토속공원 앞,37.56351089,127.0567246
 장한평역 8번 출구 앞,서울특별시 성동구 용답동 224-3 장안평역 8번 출구 앞,37.56137085,127.0636597
 청계벽산아파트 앞,서울특별시 성동구 하왕십리동 286-24 청계벽산아파트 텐즈힐아파트 정류소,37.56874847,127.0304031
 금남시장 교차로,서울특별시 성동구 금호동4가 1101 우리은행 금호동 지점 앞,37.54814911,127.0210877
 금호사거리,서울특별시 성동구 금호동2가 1205-1 금호사거리,37.54863358,127.0257263
 응봉삼거리,서울특별시 성동구 응봉동 134-26 응봉삼거리,37.5539856,127.0335922
 행당역 2번출구 앞,서울특별시 성동구 행당동 347-11 행당역 2번출구 앞,37.55735016,127.029213
 한양대후문역 부근,서울특별시 성동구 행당동 10 한양대후문역 부근 (양키캔들 앞),37.56035614,127.0413971
 답십리역 8번출구 앞,서울특별시 성동구 용답동 102-1 답십리역 8번출구 앞,37.56764984,127.0511551
 서울시설공단 앞,서울특별시 성동구 마장동 610 서울시설공단 앞,37.57164001,127.0356598
 달맞이공원,서울특별시 성동구 금호동4가 367-1 달맞이공원,37.54205322,127.020401
 도선동 주민센터 앞,서울특별시 성동구 무학로10길 6 도선동 주민센터 앞,37.56764221,127.0256958
 성동광진 교육지원청 앞,서울특별시 성동구 고산자로 260 성동광진 교육지원청 앞,37.56460571,127.0365219
 왕십리역 4번 출구 건너편,서울특별시 성동구 왕십리광장로 10-1 왕십리역 4번 출구 건너편,37.56109619,127.0367966
 비전교회 앞,서울특별시 성동구 동일로 213 비전교회 앞,37.55120468,127.0689316
 서울숲역 2번출구 앞,서울특별시 성동구 왕십리로 64 서울숲역 2번출구 앞,37.54281616,127.0446701
 군자지하보도 앞,서울특별시 성동구 동일로 313 군자지하보도 앞,37.55924606,127.07341
 성동세무서 건너편,서울특별시 성동구 광나루로 302 성동세무서 건너편,37.5479126,127.0627518
 금호역 3번출구,서울특별시 성동구 동호로 99 금호역 3번출구,37.54792786,127.0155716
 옥수역 3번출구,서울특별시 성동구 옥수동 192-2,37.54136658,127.0177612
 성수역 2번출구 앞,서울특별시 성동구 아차산로 113 성수역 2번출구 앞,37.54459,127.0570831
청계8가 사거리 B,서울특별시 성동구 청계천로 417 청계8가사거리 부근,37.57110214,127.0235596
 응봉현대아파트 정류소,서울특별시 성동구 독서당로 381 응봉동현대아파트 정류소,37.54958344,127.0302429
 성동세무서 부근,서울특별시 성동구 광나루로 297 성동세무서,37.54829025,127.0624619
 마장역 4번출구,서울특별시 성동구 마장로 292-1 마장역 4번출구,37.56520462,127.0418472
 경일중학교 앞,서울특별시 성동구 성수일로 27 경일중학교 앞,37.54317856,127.0490799
 청계천 생태교실 앞,서울특별시 성동구 마장로39길 51 청계천 생태교실 앞,37.56797028,127.0468903
 성수2가1동 공영주차장 인근,서울특별시 성동구 성수동2가 569-3 성수2가1동 공영주차장 인근,37.53680801,127.0554886
 마장동 주민센터,서울특별시 성동구 마장로42길 14 마장동 주민센터,37.56594086,127.0453949
 유니베라 앞,서울특별시 성동구 성수동2가 276-5 KEB하나은행 성수중앙지점,37.54541779,127.0526428
 성수역3번출구,서울특별시 성동구 아차산로 100 성수동2가 315-105,37.54415894,127.0566559
 중랑물재생센터(서울새활용플라자),서울특별시 성동구 자동차시장길 49 중랑물재생센터,37.55830383,127.0580597
한양대역 3번 출구,서울특별시 성동구 왕십리로 190-1 디자인노점,37.55453873,127.0437775
한양대역 1번출구,서울특별시 성동구 행당동 33,37.55657959,127.0433579
상왕십리역 6번 출입구,서울특별시 성동구 하왕십리동 903-1,37.56438065,127.0288696
뚝섬역 6번출구,서울특별시 성동구 뚝섬로1길 63 영창디지털타워,37.54695892,127.0476685
건영아파트 앞,서울특별시 성동구 동일로 265 건영아파트상가,37.55514145,127.071106
금호나들목,서울특별시 성동구 금호로 15 서울숲푸르지오아파트,37.54404068,127.023201
성동도로사업소,서울특별시 성동구 자동차시장길 11 대승모터스,37.55979919,127.0563278
서울숲 공영주차장앞,서울특별시 성동구 성수동1가 719,37.54195786,127.0427704
마장역3번출구,서울특별시 성동구 마장로 302,37.565979,127.0431137
양지사거리(센트라스APT 115동앞),서울특별시 성동구 왕십리로 410 센트라스,37.56681824,127.0291519
신금호파크자이APT앞,서울특별시 성동구 금호동2가 1-5,37.55610657,127.019783
서울숲리버뷰자이APT105동 앞,서울특별시 성동구 행당동 379-1,37.55653,127.0391312
마장동 금호어울림APT앞,서울특별시 성동구 마장동 336-11,37.56339645,127.0418701
성동구민종합체육센터 앞,서울특별시 성동구 성수동1가 685-632,37.54590988,127.0446014
성동구 견인차량 보관소 앞,서울특별시 성동구 천호대로78길 9,37.56370926,127.0564499
행당동 삼부APT후문,서울특별시 성동구 왕십리로 278-17 행당동삼부아파트상가,37.55926895,127.0383987
사근빗물펌프장 건너편,서울특별시 성동구 사근동 241-1,37.56119156,127.0496826
 코오롱디지털타워 3차앞,서울특별시 성동구 아차산로 39-1 구두수선대,37.54655838,127.0499878
 르노삼성자동차 성수사업소 앞,서울특별시 성동구 광나루로270,37.54824448,127.0595779
 행당중학교 후문,서울특별시 성동구 왕십리로189,37.5540123,127.0415497
 신금호역 2번출구 앞,서울특별시 성동구 신금호역 2번출구,37.55507278,127.0198898
 kt 행당빌딩 앞,서울특별시 성동구 성동구 고산자로 212,37.55862045,127.0343552
성동교 사거리,서울특별시 성동구 성동구 광나루로 130,37.55141449,127.044754
 서울숲 지식산업센터,서울특별시 성동구 서울 성동구 성수일로 10. 서울숲 itct 지식산업센터 앞,37.54127502,127.0484924
 우영테크노센터 앞,서울특별시 성동구 성동구 아차산로 144,37.54332352,127.0597153
 더스페이스타워 앞,서울특별시 성동구 광나루로 144 더 스페이스 타워,37.55140305,127.0463638
 페코텍글로벌허브빌딩 앞,서울특별시 성동구 동일로 169,37.54753494,127.0668259
 푸조비즈타워 앞,서울특별시 성동구 성동구 광나루로 310,37.54808044,127.0646133
 용답동 우체국 주변,서울특별시 성동구 천호대로 384,37.56168747,127.0615158
 현대자동차 동부서비스센터 주변,서울특별시 성동구 성수이로 134 현대자동차써비스(주)동부사업소,37.546978,127.0579681
 성수역 1번출구 주변,서울특별시 성동구 아차산로 83 에프투텔레콤,37.54555893,127.0533676
 하우스디세종타워 앞,서울특별시 성동구 성수일로10길 26 하우스디 세종타워,37.54644394,127.0533218
서울숲역3번출구,성동구 성수동1가 694-71,37.54255676,127.0442352
신답역 1번출구,성동구 용답동 128-3,37.57045364,127.0469437
답십리역 6번출구,성동구 천호대로282,37.56678009,127.05233
상원삼거리 장안철교 아래,성동구 성수동1가 2-20,37.55105209,127.0522232
서울시립24시간게스트하우스,성동구 송정동 73-1113,37.55433273,127.0582275
 군자역2번출구,서울특별시 광진구 능동로 313 군자역2번출구,37.55758667,127.0796967
 광진구청 앞,서울특별시 광진구 자양로 131 광진구청 앞,37.53950119,127.0830002
 중곡역 1번출구,서울특별시 광진구 능동로 지하 417 중곡역 1번출구 앞,37.56565857,127.0842972
 광진유진스웰,서울특별시 광진구 아차산로78길 7 광진유진스웰,37.55048752,127.1089554
 원일교회,서울특별시 광진구 아차산로 304 원일교회,37.53805161,127.0765991
 신양초교앞 교차로,서울특별시 광진구 능동로 42 신양초교앞 교차로,37.5352211,127.0683975
 영동대교 북단,서울특별시 광진구 자양동 203-22 영동대교 북단,37.53701401,127.0610962
 어린이회관,서울특별시 광진구 능동 465-7 어린이회관,37.54595184,127.0780029
 화양사거리,서울특별시 광진구 화양동 21-6 화양사거리,37.54822159,127.0678787
 세종사이버대학교,서울특별시 광진구 군자동 111-2 세종사이버대학교,37.55341721,127.0731964
 중곡SK아파트앞,서울특별시 광진구 용마산로32길 32 중곡SK아파트앞,37.56864929,127.0862503
 구의아리수정수센터앞,서울특별시 광진구 광나루로 571 구의아리수정수센터앞,37.54370499,127.0932465
 용마사거리,서울특별시 광진구 능동로 373 용마사거리,37.5625267,127.0822754
 군자역 7번출구뒤,서울특별시 광진구 천호대로 지하 550 군자역 7번출구 뒤,37.55686188,127.0791397
 광진경찰서,서울특별시 광진구 자양로 167 광진경찰서,37.54251862,127.0840836
 현대홈타운 뒷길,서울특별시 광진구 아차산로69길 29 현대홈타운 뒷길,37.54342651,127.0966187
 건국대학교 과학관(이과대) 앞,서울특별시 광진구 능동로 120 건국대학교 과학관(이과대) 앞,37.54171753,127.0801697
 광진정보도서관,서울특별시 광진구 아차산로78길 90 광진정보도서관,37.55059814,127.1105118
 어린이대공원정문,서울특별시 광진구 능동로 216 어린이대공원정문,37.54978943,127.0759277
 건대입구역 사거리(롯데백화점),서울특별시 광진구 능동로 92 건대입구역 사거리(롯데백화점),37.53913879,127.0706177
 건대입구역 5번출구 뒤,서울특별시 광진구 아차산로 236 건대입구역 5번출구 뒤,37.5401268,127.0694962
 중앙농협(자양동),서울특별시 광진구 뚝섬로 639 중앙농협(자양동),37.53181076,127.0807419
 아차산 휴먼시아 아파트 옆,서울특별시 광진구 천호대로 716 아차산 휴먼시아 아파트 옆,37.54848862,127.0937576
 래미안 구의파크 스위트,서울특별시 광진구 광나루로 545 래미안파크스위트,37.5450058,127.0900345
 어린이대공원역 3번출구 앞,서울특별시 광진구 능동로 지하210 어린이대공원역 3번출구 앞,37.54706955,127.0742722
 광진구의회 앞,서울특별시 광진구 능동로 76 광진구의회 앞,37.53730774,127.0703507
 뚝섬유원지역 1번출구 앞,서울특별시 광진구 능동로 10 뚝섬유원지역 1번출구 앞,37.53186035,127.0671921
 자양사거리 광진아크로텔 앞,서울특별시 광진구 아차산로 355 타워더모스트 광진아크로텔,37.53701019,127.0822449
 광양중학교 앞,서울특별시 광진구 자양로3길 7 광양중학교 앞,37.53023529,127.0868301
 광진메디칼 앞,서울특별시 광진구 광나루로 355 광진메디컬앞,37.54840469,127.0693665
 군자교교차로,서울특별시 광진구 중곡동 263-1 군자교교차로,37.55979538,127.0742035
 군자역 7번출구 베스트샵 앞,서울특별시 광진구 군자동 499 군자역 7번출구 베스트샵 앞,37.55603027,127.0786438
 강변역 4번출구 뒤,"서울특별시 광진구 구의동 546-6 강변역 1,4번 출구 아래",37.53582382,127.094162
 구의공원(테크노마트 앞),서울특별시 광진구 구의동 546-3 구의공원(테크노마트 앞),37.53596878,127.0946732
 광남중학교,서울특별시 광진구 광장동 561-15 광남중학교,37.54072952,127.1029053
 잠실대교북단 교차로,서울특별시 광진구 자양동 722 잠실대교북단 교차로,37.53247833,127.0850906
